TRACE: [Apr 22 2023 | 17:27:18] Starting the server
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":7,"chat_id":1,"message_id":56,"text":"Edited"}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":7,"chat_id":1,"message_id":56,"text":"Edited"}
TRACE: [Apr 22 2023 | 17:42:17] Handling edit message
TRACE: [Apr 22 2023 | 17:42:17] SQL request was executed
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":14}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[{"msg_id":56,"text":"Edited"}],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[{"msg_id":56,"text":"Edited"}],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[{"msg_id":56,"text":"Edited"}],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[{"msg_id":56,"text":"Edited"}],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":6,"room_id":1,"context":"Wow it works"}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":6,"room_id":1,"context":"Wow it works"}
TRACE: [Apr 22 2023 | 17:42:17] Handling send msg request
TRACE: [Apr 22 2023 | 17:42:17] Date and time get
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":10}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":10}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[{"id":58,"from_id":2,"sending_date":22042023,"sending_time":1809,"context":"Wow it works","username":"Root"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[{"id":58,"from_id":2,"sending_date":22042023,"sending_time":1809,"context":"Wow it works","username":"Root"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":57,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[{"id":58,"from_id":2,"sending_date":22042023,"sending_time":1809,"context":"Wow it works","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
